# http://earthquake.usgs.gov/earthquakes/search/
# Temblores de magnitud 5 a 10, durante un periodo de 10 años, limitada al area Chile.

time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2014-04-03T06:54:31.010Z,-20.6266,-70.6749,15.83,5,mb,,82,1.148,0.79,us,usc000p2fj,2014-06-11T06:06:05.000Z,"71km SW of Iquique, Chile",earthquake,,3.4,0.046,152,reviewed,us,us
2014-04-03T05:51:44.500Z,-20.7591,-70.4171,29,5.3,mwr,,81,0.914,1,us,usc000p2dx,2014-06-11T06:06:06.000Z,"66km SSW of Iquique, Chile",earthquake,,1.7,0.05,38,reviewed,us,us
2014-04-03T05:34:31.580Z,-20.454,-70.5496,19.4,5,mb,,99,0.942,0.81,us,usc000p2dh,2014-06-11T06:06:04.000Z,"49km WSW of Iquique, Chile",earthquake,,3.2,0.068,71,reviewed,us,us
2014-04-03T05:26:15.700Z,-20.7969,-70.5865,25,6.4,mww,,35,1.056,0.98,us,usc000p2cs,2014-06-11T06:06:05.000Z,"78km SW of Iquique, Chile",earthquake,,1.7,,,reviewed,us,us
2014-04-03T05:19:05.520Z,-20.5027,-70.5207,24.51,5.1,mb,,99,0.975,0.92,us,usb000pnx6,2014-06-11T06:06:04.000Z,"50km SW of Iquique, Chile",earthquake,,3.7,0.04,221,reviewed,us,us
2014-04-03T04:17:55.520Z,-20.6173,-70.722,10,5.2,mb,,95,1.16,0.93,us,usc000p2av,2014-06-11T06:06:04.000Z,"74km SW of Iquique, Chile",earthquake,,1.8,0.034,316,reviewed,us,us
2014-04-03T03:11:31.630Z,-20.5347,-70.5344,10,5.4,mb,,110,1.009,0.97,us,usb000pnzl,2014-06-11T06:06:04.000Z,"53km SW of Iquique, Chile",earthquake,,1.8,0.08,54,reviewed,us,us
2014-04-03T03:11:14.470Z,-20.6403,-70.7332,10,5.5,mb,,82,1.185,0.83,us,usc000p28l,2014-06-11T06:06:04.000Z,"77km SW of Iquique, Chile",earthquake,,1.7,0.035,296,reviewed,us,us
2014-04-03T02:59:53.620Z,-20.5309,-70.458,35,5,mb,,129,0.98,0.6,us,usb000pnz9,2014-06-11T06:06:04.000Z,"47km SW of Iquique, Chile",earthquake,,1.9,0.163,13,reviewed,us,us
2014-04-03T02:56:05.060Z,-20.7468,-70.531,10,5.5,mb,,82,1.019,0.91,us,usc000p27s,2014-06-11T06:06:04.000Z,"70km SW of Iquique, Chile",earthquake,,1.8,0.068,87,reviewed,us,us
2014-04-03T02:43:13.110Z,-20.5709,-70.4931,22.4,7.7,mww,,44,1.029,0.82,us,usc000p27i,2015-10-25T17:45:15.791Z,"53km SW of Iquique, Chile",earthquake,,3.4,,,reviewed,us,us
2014-04-03T01:58:30.530Z,-20.3113,-70.5756,24.07,6.5,mww,,82,0.828,0.62,us,usc000p26f,2015-11-07T12:06:14.530Z,"46km WSW of Iquique, Chile",earthquake,,2.7,,,reviewed,us,us
2014-04-03T00:01:16.400Z,-19.6823,-71.1759,25.5,5,mwr,,80,0.996,1.01,us,usc000p22l,2014-06-11T06:06:04.000Z,"123km WNW of Iquique, Chile",earthquake,,3.4,0.055,32,reviewed,us,us
2014-04-02T19:45:51.090Z,-20.3523,-70.45,26.89,5.3,mww,,87,0.811,0.99,us,usc000p1ic,2014-06-11T06:06:04.000Z,"35km WSW of Iquique, Chile",earthquake,,1.6,,,reviewed,us,us
2014-04-02T11:11:34.680Z,-19.9884,-70.9525,17,5.1,mwr,,96,0.872,0.72,us,usc000p0k2,2014-06-11T06:06:03.000Z,"88km WNW of Iquique, Chile",earthquake,,1.7,0.055,32,reviewed,us,us
2014-04-02T11:07:32.130Z,-20.0107,-70.9375,15,5.4,mww,,58,0.87,0.92,us,usc000p0j9,2014-06-11T06:06:03.000Z,"86km WNW of Iquique, Chile",earthquake,,1.6,,,reviewed,us,us
2014-04-02T08:25:52.310Z,-20.2046,-70.7654,17,5,mwr,,112,0.854,1.22,us,usc000p0f5,2014-06-11T06:06:03.000Z,"65km W of Iquique, Chile",earthquake,,1.7,0.05,39,reviewed,us,us
2014-04-02T06:29:16.540Z,-20.1248,-70.8304,16,5.1,mwr,,96,0.847,1.06,us,usc000p0by,2014-06-11T06:06:03.000Z,"72km W of Iquique, Chile",earthquake,,1.7,0.052,36,reviewed,us,us
2014-04-02T05:02:52.630Z,-19.6889,-71.0027,10,5.4,mwr,,81,0.834,1.38,us,usc000p092,2014-06-11T06:06:02.000Z,"107km WNW of Iquique, Chile",earthquake,,1.7,0.048,42,reviewed,us,us
2014-04-02T04:46:18.770Z,-20.0759,-70.8325,16.53,5.5,mwr,,129,0.82,0.83,us,usc000p08t,2014-06-11T06:06:02.000Z,"73km WNW of Iquique, Chile",earthquake,,4,0.052,35,reviewed,us,us
2014-04-02T04:19:47.290Z,-19.8463,-70.9937,10,5.2,mwr,,96,0.856,0.83,us,usc000p08b,2014-06-11T06:06:02.000Z,"98km WNW of Iquique, Chile",earthquake,,0.5,0.05,38,reviewed,us,us
2014-04-02T03:40:15.280Z,-19.9322,-70.958,10,5.4,mwr,,81,0.854,0.65,us,usc000p06j,2014-06-11T06:06:02.000Z,"91km WNW of Iquique, Chile",earthquake,,1.7,0.049,40,reviewed,us,us
2014-04-02T01:29:41.420Z,-20.039,-70.9675,12.12,5.1,mb,,133,0.908,0.83,us,usc000p01x,2014-06-11T06:06:01.000Z,"88km WNW of Iquique, Chile",earthquake,,1.1,0.099,34,reviewed,us,us
2014-04-02T01:20:58.370Z,-19.5893,-71.0127,19.01,5.2,mb,,80,0.838,0.92,us,usc000p018,2014-06-11T06:06:01.000Z,"114km NW of Iquique, Chile",earthquake,,3.1,0.037,258,reviewed,us,us
2014-04-02T00:37:49.150Z,-19.9898,-70.5676,20.1,5.4,mb,,96,0.572,0.75,us,usc000nzyk,2014-06-11T06:06:01.000Z,"51km WNW of Iquique, Chile",earthquake,,3.3,0.041,243,reviewed,us,us
2014-04-02T00:33:43.900Z,-20.2757,-70.6454,4.95,5.4,mb,,99,0.835,0.68,us,usc000nzyr,2014-06-11T06:06:01.000Z,"52km W of Iquique, Chile",earthquake,,2.8,0.037,280,reviewed,us,us
2014-04-02T00:24:45.420Z,-19.9147,-70.6776,11.39,5.2,mb,,77,0.61,0.88,us,usc000nzxz,2014-06-11T06:06:00.000Z,"65km WNW of Iquique, Chile",earthquake,,3.1,0.069,103,reviewed,us,us
2014-04-02T00:18:51.490Z,-19.9224,-70.7432,16.76,5.1,mb,,96,0.667,0.76,us,usb000pmkx,2014-06-11T06:06:00.000Z,"70km WNW of Iquique, Chile",earthquake,,3.7,0.328,7,reviewed,us,us
2014-04-02T00:14:20.850Z,-19.9564,-70.9946,10,5.3,mb,,86,0.895,0.78,us,usb000pmly,2014-06-11T06:06:00.000Z,"93km WNW of Iquique, Chile",earthquake,,1.8,0.118,40,reviewed,us,us
2014-04-02T00:11:20.490Z,-19.6096,-70.9319,22.04,5.1,mb,,154,0.762,0.67,us,usb000pmpi,2014-06-11T06:06:00.000Z,"106km NW of Iquique, Chile",earthquake,,5.2,0.232,15,reviewed,us,us
2014-04-02T00:06:43.900Z,-19.7029,-70.9445,10,5.6,mb,,96,0.781,0.8,us,usc000nzwg,2014-06-11T06:06:00.000Z,"101km NW of Iquique, Chile",earthquake,,1.8,0.103,41,reviewed,us,us
2014-04-02T00:04:50.930Z,-19.548,-70.7269,10,5.6,mb,,107,0.571,1.04,us,usb000pmm0,2014-06-11T06:06:00.000Z,"96km NW of Iquique, Chile",earthquake,,1.7,0.132,31,reviewed,us,us
2014-04-02T00:03:13.710Z,-19.7831,-70.719,20.72,5.7,mb,,52,0.591,0.6,us,usc000nzx8,2014-06-11T06:06:00.000Z,"77km NW of Iquique, Chile",earthquake,,1.2,0.059,141,reviewed,us,us
2014-04-01T23:59:57.790Z,-19.4928,-70.166,21.61,5.8,mb,,97,0.111,0.74,us,usb000pmkl,2014-05-29T23:32:15.000Z,"80km N of Iquique, Chile",earthquake,,4.1,0.175,24,reviewed,us,us
2014-04-01T23:57:58.790Z,-19.8927,-70.9455,28.42,6.9,mww,,119,0.828,0.93,us,usc000nzwm,2014-05-29T23:32:14.000Z,"91km WNW of Iquique, Chile",earthquake,,4.2,,,reviewed,us,us
2014-04-01T23:57:31.930Z,-20.0509,-70.5674,25.78,5,mb,,96,0.615,0.84,us,usc000p4a2,2014-05-29T23:32:13.000Z,"48km WNW of Iquique, Chile",earthquake,,4,0.137,29,reviewed,us,us
2014-04-01T23:46:47.260Z,-19.6097,-70.7691,25,8.2,mww,,23,0.609,0.66,us,usc000nzvd,2016-01-16T18:23:46.381Z,"94km NW of Iquique, Chile",earthquake,,1.8,,,reviewed,us,us
2014-03-31T12:53:06.000Z,-19.511,-69.174,114.5,5.6,mww,,,,0.85,us,usc000nxi1,2015-01-31T04:43:54.116Z,"128km NE of Iquique, Chile",earthquake,,3.5,,,reviewed,guc,us
2014-03-28T00:10:40.410Z,-29.1902,-68.8042,27.61,5.2,mb,,53,1.669,1,us,usc000nu3f,2014-05-29T23:32:06.000Z,"75km SW of Vinchina, Argentina",earthquake,,3.8,0.031,375,reviewed,us,us
2014-03-27T23:50:52.190Z,-29.1646,-68.7459,10,5.7,mww,,24,1.717,0.71,us,usc000nu2x,2015-01-30T02:18:10.052Z,"69km SW of Vinchina, Argentina",earthquake,,1.7,,,reviewed,us,us
2014-03-25T14:38:24.860Z,-17.5268,-70.4584,85.07,5.1,mb,,97,1.088,0.65,us,usc000npq2,2015-01-30T23:06:05.165Z,"13km SSE of Ilabaya, Peru",earthquake,,4.8,0.069,72,reviewed,us,us
2014-03-25T00:15:12.710Z,-19.7936,-70.8261,15.39,5.2,mww,,96,0.69,1.21,us,usc000np7n,2014-05-24T00:54:45.000Z,"85km WNW of Iquique, Chile",earthquake,,3,,,reviewed,us,us
2014-03-24T18:43:12.230Z,-19.6058,-70.7419,21.87,5,mww,,82,0.583,1.22,us,usc000nnc9,2014-05-24T00:54:45.000Z,"92km NW of Iquique, Chile",earthquake,,3.7,,,reviewed,us,us
2014-03-24T15:45:31.140Z,-19.5932,-70.8207,17.05,5.7,mww,,80,0.657,1.05,us,usc000nn3h,2015-01-30T19:12:41.059Z,"99km NW of Iquique, Chile",earthquake,,2.6,,,reviewed,us,us
2014-03-24T15:33:53.810Z,-25.1686,-70.6941,40.55,5,mb,,117,0.602,0.61,us,usc000nn2v,2014-05-24T00:54:43.000Z,"33km NW of Taltal, Chile",earthquake,,4.8,0.086,47,reviewed,us,us
2014-03-24T12:32:50.410Z,-19.7882,-70.808,17.85,5,mww,,96,0.672,0.68,us,usc000nmy0,2014-05-24T00:54:44.000Z,"84km NW of Iquique, Chile",earthquake,,3.2,,,reviewed,us,us
2014-03-24T11:40:43.470Z,-19.8288,-70.8824,15.19,5.6,mww,,80,0.751,0.63,us,usc000nmwm,2014-05-24T00:54:44.000Z,"88km WNW of Iquique, Chile",earthquake,,2.9,,,reviewed,us,us
2014-03-24T11:32:15.000Z,-19.7866,-70.8069,17.81,5.2,mww,,80,0.671,0.72,us,usc000nmwf,2014-05-24T00:54:44.000Z,"84km NW of Iquique, Chile",earthquake,,2.9,,,reviewed,us,us
2014-03-24T11:26:39.400Z,-19.8239,-70.7651,22,5.7,mww,,82,0.645,0.7,us,usc000nmvq,2014-05-24T00:54:44.000Z,"78km NW of Iquique, Chile",earthquake,,1.7,,,reviewed,us,us
2014-03-23T22:04:26.320Z,-19.8192,-70.7906,23.26,5.1,mww,,80,0.666,0.81,us,usc000nmet,2014-05-24T00:54:43.000Z,"81km WNW of Iquique, Chile",earthquake,,3.5,,,reviewed,us,us
2014-03-23T20:23:03.290Z,-19.8774,-70.8631,16.56,5.1,mww,,99,0.75,1.47,us,usc000nmcf,2014-05-24T00:54:43.000Z,"84km WNW of Iquique, Chile",earthquake,,3.6,,,reviewed,us,us
2014-03-23T18:20:01.930Z,-19.6899,-70.8538,21,6.3,mww,,82,0.695,0.85,us,usc000nm96,2015-10-25T17:06:16.283Z,"94km NW of Iquique, Chile",earthquake,,1.8,,,reviewed,us,us
2014-03-22T22:14:58.050Z,-19.6953,-71.0063,21,5,mwr,,132,0.838,0.91,us,usc000nlhg,2014-05-24T00:54:42.000Z,"107km WNW of Iquique, Chile",earthquake,,1.8,0.048,42,reviewed,us,us
2014-03-22T13:29:58.410Z,-19.7163,-70.9515,17,5.6,mww,,80,0.789,1.43,us,usc000nl19,2014-05-24T00:54:41.000Z,"101km WNW of Iquique, Chile",earthquake,,1.7,,,reviewed,us,us
2014-03-22T13:14:58.400Z,-19.7701,-70.8804,24,5.2,mww,,96,0.734,1.37,us,usc000nl0z,2014-05-24T00:54:41.000Z,"91km WNW of Iquique, Chile",earthquake,,1.8,,,reviewed,us,us
2014-03-22T12:59:59.150Z,-19.7625,-70.874,20,6.2,mww,,82,0.726,0.81,us,usc000nl0m,2015-12-11T17:05:03.786Z,"91km WNW of Iquique, Chile",earthquake,,1.7,,,reviewed,us,us
2014-03-20T18:41:31.790Z,-24.0271,-69.0615,93.22,5.1,mww,,32,0.897,1.15,us,usc000nit6,2015-01-30T07:03:22.427Z,"142km ESE of Antofagasta, Chile",earthquake,,2.9,,,reviewed,us,us
2014-03-18T21:33:06.350Z,-19.9829,-70.9143,9.14,5.1,mb,,64,1.204,1.08,us,usc000ng53,2014-05-16T21:51:49.000Z,"84km WNW of Iquique, Chile",earthquake,,3.4,0.065,96,reviewed,us,us
2014-03-18T21:26:45.400Z,-19.9262,-70.7961,3.32,5.8,mww,,80,1.086,1.2,us,usc000ng3t,2015-01-30T20:00:44.709Z,"75km WNW of Iquique, Chile",earthquake,,2.5,,,reviewed,us,us
2014-03-18T14:35:56.850Z,-20.1927,-70.7942,14,5,mwr,,96,1.153,0.94,us,usc000nfi1,2015-01-31T03:36:32.741Z,"68km W of Iquique, Chile",earthquake,,1.7,0.068,21,reviewed,us,us
2014-03-17T08:32:35.840Z,-19.9851,-70.7581,8,5.2,mww,,91,1.061,0.96,us,usc000ndym,2014-05-16T21:51:47.000Z,"69km WNW of Iquique, Chile",earthquake,,1.7,,,reviewed,us,us
2014-03-17T05:21:36.890Z,-19.9828,-70.7943,10,5.1,mb,,91,1.094,1.03,us,usc000nsru,2014-05-16T21:51:46.000Z,"73km WNW of Iquique, Chile",earthquake,,1.4,0.079,67,reviewed,us,us
2014-03-17T05:19:34.290Z,-19.9635,-70.8478,10,5,mb,,80,1.14,1.04,us,usc000ndwe,2014-05-16T21:51:46.000Z,"79km WNW of Iquique, Chile",earthquake,,1.7,0.055,128,reviewed,us,us
2014-03-17T05:11:34.860Z,-20.0168,-70.8837,21,6.4,mww,,24,1.183,1.09,us,usc000ndw9,2015-10-25T17:40:44.662Z,"80km WNW of Iquique, Chile",earthquake,,1.7,,,reviewed,us,us
2014-03-17T01:34:55.330Z,-19.9556,-70.8595,10,5.2,mww,,80,1.149,1.14,us,usc000ndtr,2014-05-16T21:51:46.000Z,"80km WNW of Iquique, Chile",earthquake,,1.7,,,reviewed,us,us
2014-03-17T00:12:09.620Z,-20.0275,-70.6827,10,5.1,mb,,52,1.002,0.81,us,usc000ndsf,2014-05-16T21:51:45.000Z,"60km WNW of Iquique, Chile",earthquake,,1.7,0.033,325,reviewed,us,us
2014-03-16T21:26:24.250Z,-19.9273,-70.7667,19.37,5,mb,,96,1.058,0.84,us,usc000ndnz,2014-05-16T21:51:45.000Z,"72km WNW of Iquique, Chile",earthquake,,1.5,0.09,52,reviewed,us,us
2014-03-16T21:16:29.600Z,-19.9807,-70.7022,20,6.7,mww,,44,1.008,0.83,us,usc000ndnj,2015-12-04T00:05:48.048Z,"64km WNW of Iquique, Chile",earthquake,,1.2,,,reviewed,us,us
2014-03-15T14:46:28.000Z,-34.742,-71.784,44.6,5.1,mww,,,,1.07,us,usc000nchd,2015-01-29T02:15:50.176Z,"40km WSW of Santa Cruz, Chile",earthquake,,4,,,reviewed,guc,us
2014-03-14T17:34:38.500Z,-41.1295,-90.9583,16.01,5,mb,,32,14.94,0.92,us,usc000nbfu,2014-05-16T21:51:40.000Z,"Southeast of Easter Island",earthquake,,3.6,0.04,229,reviewed,us,us
2014-03-06T04:37:05.000Z,-33.333,-71.28,59.7,5.3,mb,,,,0.8,us,usc000n3w0,2015-01-28T09:42:28.414Z,"33km SSE of Villa Alemana, Chile",earthquake,,3.7,0.033,332,reviewed,guc,us
2014-03-04T10:56:34.000Z,-33.63,-71.895,18.5,5.1,mb,,,,1.26,us,usc000pe7p,2014-05-13T21:36:51.000Z,"25km W of San Antonio, Chile",earthquake,,4.1,0.116,25,reviewed,guc,us
2014-03-04T10:51:15.570Z,-33.6046,-71.957,20,5.7,mww,,41,1.007,0.82,us,usb000n0mp,2015-01-28T20:10:41.924Z,"31km W of San Antonio, Chile",earthquake,,1.7,,,reviewed,us,us
2014-03-03T03:17:47.000Z,-33.056,-71.94,31.7,5.1,mwr,,,,1.5,us,usb000mztz,2015-01-29T04:08:09.833Z,"29km W of Valparaiso, Chile",earthquake,,1.9,0.089,12,reviewed,guc,us
2014-03-02T17:03:41.700Z,-45.7209,-76.609,10,5.4,mwc,,79,3.352,0.89,us,usb000mzjs,2014-05-13T21:36:50.000Z,"297km W of Puerto Chacabuco, Chile",earthquake,,1.8,,,reviewed,us,gcmt
2014-03-02T16:18:28.280Z,-45.8292,-76.6762,10,5.1,mb,,74,3.466,0.88,us,usb000mzih,2014-05-13T21:36:48.000Z,"Off the coast of Aisen, Chile",earthquake,,1.8,0.08,55,reviewed,us,us
2014-03-02T11:14:39.680Z,-45.7672,-76.5984,10,5.3,mb,,51,3.383,0.76,us,usb000mzfd,2014-05-13T21:36:48.000Z,"296km W of Puerto Chacabuco, Chile",earthquake,,1.7,0.04,223,reviewed,us,us
2014-03-02T10:12:21.950Z,-45.6934,-76.547,10,5.2,mb,,51,3.303,0.9,us,usb000mzeu,2014-05-13T21:36:48.000Z,"292km W of Puerto Chacabuco, Chile",earthquake,,1.8,0.067,78,reviewed,us,us
2014-02-17T00:34:34.000Z,-31.712,-71.802,32.4,5.1,mb,,,,0.71,us,usc000mrq6,2015-01-30T18:33:55.924Z,"61km W of Illapel, Chile",earthquake,,3.2,0.034,303,reviewed,guc,us
2014-02-12T13:35:23.510Z,-34.7482,-71.6173,44.88,5.2,mb,,75,0.366,0.63,us,usc000mp11,2015-01-28T23:01:43.735Z,"26km WSW of Santa Cruz, Chile",earthquake,,3.9,0.035,292,reviewed,us,us
2014-02-12T11:43:10.000Z,-22.354,-68.813,99.9,5.6,mww,,,,1.33,us,usc000mnzc,2015-01-30T06:39:04.270Z,"17km NE of Calama, Chile",earthquake,,3,,,reviewed,guc,us
2014-02-10T11:41:42.840Z,-37.0718,-96.4872,10,5,mb,,49,14.712,0.58,us,usc000mm4j,2014-04-22T18:30:12.000Z,"Southeast of Easter Island",earthquake,,1.8,0.044,188,reviewed,us,us
2014-02-10T11:00:10.000Z,-22.174,-68.757,104.5,5.2,mwr,,,,0.88,us,usc000mm3n,2014-05-14T15:02:50.000Z,"37km NNE of Calama, Chile",earthquake,,4.1,0.073,18,reviewed,guc,us
2014-02-10T04:13:44.350Z,-38.4428,-73.1942,38.03,5,mb,,88,3.066,1.21,us,usc000mlx1,2015-01-30T00:30:17.647Z,"28km N of Carahue, Chile",earthquake,,3.5,0.074,63,reviewed,us,us
2014-02-05T11:51:05.000Z,-21.377,-69.517,39.6,5,mb,,,,0.98,us,usc000mi5d,2014-05-14T15:08:47.000Z,"105km NE of Tocopilla, Chile",earthquake,,4.1,0.057,108,reviewed,guc,us
2014-01-29T18:26:48.000Z,-22.251,-69.01,92.7,5,mb,,,,1.04,us,usc000mqef,2014-04-08T01:43:16.000Z,"25km NNW of Calama, Chile",earthquake,,2.5,0.141,18,reviewed,guc,us
2014-01-29T10:01:50.730Z,-18.5087,-69.3735,120.03,5.6,mww,,26,0.653,1.13,us,usc000mcsn,2015-01-30T23:01:37.017Z,"39km SSE of Putre, Chile",earthquake,,3.2,,,reviewed,us,us
2014-01-27T02:28:56.890Z,-41.1834,-89.791,10,5.1,mb,,80,14.55,1.07,us,usb000m8mu,2014-03-27T18:15:43.000Z,"Southeast of Easter Island",earthquake,,1.8,0.047,176,reviewed,us,us
2014-01-15T08:38:08.750Z,-31.1362,-68.1214,104.66,5.2,mb,,38,0.477,0.97,us,usb000m1d3,2015-01-30T04:35:48.814Z,"47km NNE of San Martin, Argentina",earthquake,,3.6,0.036,282,reviewed,us,us
2014-01-08T04:22:10.180Z,-20.7495,-70.633,20,5.7,mww,,36,1.345,0.73,us,usc000lykc,2015-01-30T15:42:49.261Z,"77km SW of Iquique, Chile",earthquake,,1.7,,,reviewed,us,us
2014-01-07T12:06:09.640Z,-44.4215,-79.2358,10,5,mb,,74,7.393,1.37,us,usc000ly6j,2014-03-07T00:26:01.000Z,"Off the coast of Aisen, Chile",earthquake,,1.8,0.098,38,reviewed,us,us
2014-01-07T03:43:23.000Z,-20.989,-69.729,97.3,5.3,mww,,,,1.6,us,usc000ly19,2015-01-29T22:38:15.709Z,"95km SSE of Iquique, Chile",earthquake,,4,,,reviewed,guc,us
2014-01-06T03:59:02.000Z,-20.774,-70.652,26.6,5.1,mb,,,,1.58,us,usc000lxg7,2015-01-30T23:47:43.114Z,"81km SW of Iquique, Chile",earthquake,,3.5,0.055,121,reviewed,guc,us
2014-01-04T00:11:48.000Z,-20.687,-70.795,26.1,5.7,mww,,,,0.98,us,usc000lwmk,2015-01-30T12:02:57.443Z,"85km SW of Iquique, Chile",earthquake,,3.2,,,reviewed,guc,us
2013-12-21T08:23:48.280Z,-35.0119,-92.1953,10,5.3,mb,,25,16.607,1.08,us,usc000lpfd,2014-02-27T21:37:25.000Z,"West Chile Rise",earthquake,,1.7,0.036,,reviewed,us,us
2013-12-17T12:30:00.000Z,-25.509,-70.521,71.5,5.5,mww,,,,1.4,us,usc000lm19,2015-01-30T23:33:30.374Z,"12km SSW of Taltal, Chile",earthquake,,3.1,,,reviewed,guc,us
2013-12-14T14:19:29.880Z,-41.3696,-86.9637,10,5.1,mb,,55,11.935,1.49,us,usc000lkl6,2014-02-21T23:00:54.000Z,"West Chile Rise",earthquake,,1.8,0.114,,reviewed,us,us
2013-12-10T00:51:27.900Z,-31.3939,-69.2994,113,5.3,mb,,31,0.931,1.36,us,usc000lh59,2015-01-30T12:38:01.994Z,"12km SE of Calingasta, Argentina",earthquake,,3.7,0.034,,reviewed,us,us
2013-12-07T09:23:49.000Z,-33.918,-72.554,44.5,5,mb,,,,1.86,us,usb000ldbi,2014-02-15T01:32:12.000Z,"93km WSW of San Antonio, Chile",earthquake,,4.7,0.093,,reviewed,guc,us
2013-12-04T05:39:33.000Z,-24.578,-69.295,72.4,5.2,mww,,,,1.05,us,usb000lb20,2014-02-15T01:41:31.196Z,"150km NE of Taltal, Chile",earthquake,,3.9,,,reviewed,guc,us
2013-11-07T17:01:06.000Z,-37.256,-74.327,21.6,5,mwr,,,,1.93,us,usb000ku38,2015-01-30T21:59:25.559Z,"72km WNW of Lebu, Chile",earthquake,,3.5,,,reviewed,guc,guc
2013-10-31T23:03:59.720Z,-30.2921,-71.5215,27,6.6,mww,,31,0.636,1.28,us,usb000kqnc,2015-01-28T14:14:11.715Z,"41km SSW of Coquimbo, Chile",earthquake,,1.7,,,reviewed,us,us
2013-10-31T15:39:40.150Z,-24.9719,-70.8941,9.52,5.1,mwr,,98,1.197,0.95,us,usc000kshp,2014-01-10T10:03:39.000Z,"62km NW of Taltal, Chile",earthquake,,2.8,0.071,,reviewed,us,us
2013-10-30T02:51:47.000Z,-35.314,-73.395,41.5,6.2,mww,,,,1.68,us,usc000kr9k,2015-01-29T18:59:45.946Z,"88km W of Constitucion, Chile",earthquake,,3.9,,,reviewed,guc,us
2013-10-30T02:29:12.000Z,-35.439,-73.193,39.2,5.8,mww,,,,1.26,us,usc000kr9e,2015-01-30T03:58:38.219Z,"71km W of Constitucion, Chile",earthquake,,4.4,,,reviewed,guc,us
2013-10-21T18:17:22.000Z,-37.809,-75.1,25.1,5,mb,,,,0.58,us,usb000khyn,2013-12-30T23:41:17.000Z,"129km W of Lebu, Chile",earthquake,,3.4,0.041,,reviewed,guc,us
2013-10-10T03:32:22.170Z,-20.8628,-67.1623,192.32,5,mb,,30,2.18,1.1,us,usb000k9x0,2013-12-24T01:42:58.000Z,"56km SW of Uyuni, Bolivia",earthquake,,3.8,0.032,,reviewed,us,us
2013-10-09T17:03:46.210Z,-22.1415,-67.1284,159.32,5.2,mb,,32,1.715,0.71,us,usb000k9ki,2013-12-24T01:42:57.000Z,"141km NE of San Pedro de Atacama, Chile",earthquake,,4.5,0.032,,reviewed,us,us
2013-10-06T21:33:19.800Z,-36.7267,-97.4761,10.28,6.2,mww,,41,20.626,1.33,us,usb000k7s0,2013-12-19T02:55:55.882Z,"West Chile Rise",earthquake,,1.7,,,reviewed,us,us
2013-10-06T16:16:04.890Z,-41.324,-85.2612,10,5,mb,,132,18.203,0.67,us,usb000k7px,2013-12-19T02:51:36.000Z,"West Chile Rise",earthquake,,1.8,0.049,,reviewed,us,us
2013-09-29T23:23:16.300Z,-37.4071,-73.3938,15.52,5.4,mwb,,46,2.645,1.26,us,usb000k2e3,2015-01-29T03:39:43.061Z,"7km NNW of Curanilahue, Chile",earthquake,,2.9,0.071,,reviewed,us,us
2013-09-29T23:06:59.000Z,-37.469,-73.753,49.3,5.4,mwb,,,,0.74,us,usb000k2du,2015-01-30T14:37:05.913Z,"18km NNW of Lebu, Chile",earthquake,,4.6,0.071,,reviewed,guc,us
2013-09-25T13:14:40.540Z,-22.5859,-68.0596,117.15,5.2,mb,,31,0.787,0.78,us,usb000jzf0,2013-12-13T09:00:33.000Z,"40km NNE of San Pedro de Atacama, Chile",earthquake,,4.1,0.035,,reviewed,us,us
2013-09-07T19:13:31.000Z,-19.617,-69.299,100.1,5,mb,,,,1.21,us,usb000jl7c,2013-11-15T03:20:27.000Z,"110km NE of Iquique, Chile",earthquake,,3.6,0.042,,reviewed,us_guc,us
2013-08-23T08:34:06.920Z,-22.2741,-68.5927,111,5.8,mww,,35,0.447,1.13,us,usb000jaf4,2015-01-30T05:00:46.536Z,"41km ENE of Calama, Chile",earthquake,,1.8,,,reviewed,us,us
2013-08-19T19:39:45.770Z,-21.4513,-68.5181,115.82,5.3,mwb,,43,0.991,0.93,us,usb000j6m6,2013-10-19T03:15:10.165Z,"120km NNE of Calama, Chile",earthquake,,3.4,0.083,,reviewed,us,us
2013-08-16T22:17:30.000Z,-28.665,-71.098,54.3,5.2,mww,,,,1,us,usb000j5bj,2013-10-19T02:41:47.000Z,"34km WSW of Vallenar, Chile",earthquake,,4.1,,,reviewed,us_guc,us
2013-08-05T05:40:56.060Z,-20.1808,-70.7121,19.12,5.2,mwr,,89,1.077,1.03,us,usb000ived,2015-01-30T12:08:33.500Z,"59km W of Iquique, Chile",earthquake,,2.8,0.068,,reviewed,us,us
2013-08-03T02:34:26.270Z,-25.0393,-111.9488,10.19,5,mb,,73,3.138,0.65,us,usb000iulr,2013-09-25T17:45:51.000Z,"Easter Island region",earthquake,,1.8,0.055,,reviewed,us,us
2013-07-31T14:01:09.180Z,-24.3283,-111.7063,9.57,5.2,mb,,72,3.513,0.61,us,usc000ites,2015-06-22T20:11:59.685Z,"Easter Island region",earthquake,11.8,3.7,0.038,,reviewed,us,us
2013-07-10T14:32:12.900Z,-19.302,-69.248,110,5.6,mwb,549,30,,0.89,us,usb000ib4l,2015-01-30T15:37:42.167Z,"121km SSE of Putre, Chile",earthquake,,,,,reviewed,us,us
